trial_number,eval_loss,rank,alpha_ratio,alpha,dropout,target_mlp,lr,weight_decay,lr_scheduler,warmup_ratio,grad_accum_steps,pruned_at_step
43,0.18326776091009378,32,2,64,0.1,True,0.00022501939407350464,0.009221390182098704,constant,0.0,1,75
45,0.18618215831927956,32,2,64,0.1,True,0.00024899652149944516,0.0006385412097982346,constant,0.0,1,75
42,0.18977050645276905,32,2,64,0.1,True,0.0002021945003124077,0.0004936132610504782,constant,0.0,1,75
81,0.19517905719578266,4,1,4,0.05,True,0.00032927722588605,1.1844497487304516e-05,constant,0.0,1,75
51,0.19562346749007703,8,2,16,0.15,False,7.59549750378311e-05,3.342938179162151e-05,constant,0.0,1,25
101,0.1959210198186338,4,1,4,0.05,True,0.00011548000697905393,0.0029042414031570855,constant,0.0,1,25
6,0.1961749193817377,16,1,16,0.15,True,1.913588048769229e-05,0.0012164139351417069,constant,0.0,1,75
90,0.19650467198342084,4,1,4,0.05,True,0.00035294664980480543,0.00017112010622500495,constant,0.0,1,25
93,0.19651311099529267,4,1,4,0.05,True,0.0003096868973709757,0.0001719167661031761,constant,0.0,1,25
41,0.1989801456220448,32,2,64,0.1,True,0.00023639900729828024,0.008204167432228201,constant,0.0,1,25
33,0.1991046794131398,32,2,64,0.1,True,0.0002525371010647455,0.00927359402949443,constant,0.0,1,25
14,0.19913791662082075,16,1,16,0.1,False,0.0009360540102485373,2.2969898716342096e-06,constant,0.0,1,75
46,0.20183215552009642,32,2,64,0.1,True,0.000260795255387967,0.009172915911695036,constant,0.0,1,25
80,0.20318521082401275,4,1,4,0.05,True,0.0003467877637617623,0.002882443436733337,constant,0.0,1,25
32,0.20397560042329133,32,2,64,0.1,True,0.0002689221073499672,0.006935674620233043,constant,0.0,1,75
44,0.2061176112573594,32,2,64,0.1,True,0.00023625806950842494,0.008037529645125899,constant,0.0,1,75
15,0.207542860340327,32,1,32,0.1,True,0.0004683871708118725,4.982711200081135e-06,constant,0.0,1,75
82,0.20819194722920656,4,1,4,0.05,True,0.00010476028286361824,0.0001933331520150344,constant,0.0,1,25
35,0.208779394030571,32,2,64,0.1,True,0.00021799544979832499,0.007603059735470639,constant,0.0,1,75
103,0.21168186540249734,4,1,4,0.05,True,0.00011402547496700128,0.005450308834766747,constant,0.0,1,25
1,0.213563639074564,4,2,8,0.05,True,0.0008706020878304854,3.6138942712165278e-06,constant,0.0,1,75
34,0.2158036828879267,32,2,64,0.1,True,0.00023006475438610977,0.00990790327118197,constant,0.0,1,25
63,0.22139400333166123,8,2,16,0.15,False,6.121399568336938e-05,6.292485491806793e-05,constant,0.0,1,25
37,0.22192721815779806,32,2,64,0.1,True,0.0002814253250559192,0.008110840524533418,constant,0.0,1,75
40,0.2325986277300399,32,2,64,0.1,True,0.0002368657480645031,0.00975360034648684,constant,0.0,1,75
54,0.23340512812137604,8,2,16,0.15,False,6.299504792263263e-05,5.223845778992189e-05,constant,0.0,1,25
52,0.24311866968870163,8,2,16,0.15,False,6.275435622741164e-05,3.564788674411224e-05,constant,0.0,1,25
38,0.24473538601305336,32,2,64,0.1,True,0.00022156094744279326,0.007431466410563444,constant,0.0,1,75
58,0.2553470954298973,8,2,16,0.15,False,6.214099625792742e-05,4.4784822715334176e-05,constant,0.0,1,25
22,0.25885863238945606,16,1,16,0.15,True,0.0006756608892518738,0.002538321837450731,constant,0.0,1,25
66,0.2669569842517376,8,2,16,0.15,False,7.217365476949093e-05,4.994321491336189e-05,constant,0.0,1,25
4,0.2981697034835815,4,2,8,0.15,False,3.292759134423613e-05,0.0002463768595899747,constant,0.0,1,75
8,0.3049229331128299,32,2,64,0.05,False,0.000594874681321977,1.263794633808288e-06,constant,0.0,1,75
55,0.3120779310166836,8,2,16,0.15,False,6.107410650299345e-05,5.167663126935184e-05,constant,0.0,1,25
69,0.3275140532851219,8,2,16,0.15,False,6.310591375748752e-05,3.258199398528748e-05,constant,0.0,1,25
53,0.3455947399139404,8,2,16,0.15,False,6.435689390084876e-05,4.819107236551713e-05,constant,0.0,1,25
74,0.3683125448226929,8,2,16,0.15,False,6.581512393028967e-05,5.496332211702776e-05,constant,0.0,1,25
56,0.3818378293514252,8,2,16,0.15,False,5.977123647248162e-05,5.247361900443601e-05,constant,0.0,1,25
5,0.3971524715796113,32,1,32,0.15,False,0.0006978281265126031,0.00014817820606039095,constant,0.0,1,25
49,0.4385268524289131,8,2,16,0.15,False,6.322489051033881e-05,5.5868282598211814e-05,constant,0.0,1,25
64,0.4500362229347229,8,2,16,0.15,False,6.415995352921176e-05,3.577947483687362e-05,constant,0.0,1,25
62,0.4529297697544098,8,2,16,0.15,False,5.8058556631221895e-05,4.987092096338734e-05,constant,0.0,1,25
11,0.5488034139573574,32,2,64,0.0,False,0.0006197015748809143,7.7344821566468e-06,constant,0.0,1,25
23,0.8124023115634919,16,1,16,0.1,False,4.303720019143251e-05,0.00011839097834757703,constant,0.0,1,25
10,1.2932328820228576,8,1,8,0.0,False,3.797544798678414e-05,0.0016973078532467015,constant,0.0,1,25
7,1.614870445728302,16,1,16,0.05,True,1.4063366777718176e-05,0.0003550012525851161,constant,0.0,1,25
19,1.858332977294922,8,1,8,0.05,False,2.0970853331431125e-05,0.0024939838794891503,constant,0.0,1,25
60,1.9718940782546996,8,2,16,0.15,False,1.0354158639653171e-05,5.078598671589405e-05,constant,0.0,1,25
12,2.0189186358451843,8,1,8,0.15,False,1.736723715159314e-05,9.749762207436125e-05,constant,0.0,1,25
9,2.03843959569931,8,1,8,0.05,False,1.6435497475111308e-05,2.031980983842497e-06,constant,0.0,1,25
