layer,head,insertion_rate_masked,delta_insertion_rate,delta_repetition,delta_syntactic,delta_content,p_value_delta,regression_checked,non_indian_wer_masked,regression_ok
12,17,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
12,18,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
12,19,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,0,0.012282497441146366,0.00040941658137154564,0.0,0.0006141248720573185,-0.00020470829068577195,0.1329,False,,
13,1,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,2,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3737,False,,
13,3,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
13,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,5,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,6,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3749,False,,
13,7,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,8,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,9,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,10,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,11,0.01248720573183214,0.00020470829068577195,-0.00020470829068577277,0.001023541453428864,-0.0006141248720573176,0.4064,False,,
13,12,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,13,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,14,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,15,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,16,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
13,17,0.012282497441146366,0.00040941658137154564,0.0,0.0006141248720573185,-0.00020470829068577195,0.1322,False,,
13,18,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,0.8156,False,,
13,19,0.1007164790174002,-0.08802456499488229,-0.0436028659160696,-0.04360286591606961,-0.0008188331627430913,1.0,True,0.067,True
14,0,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
14,1,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
14,2,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
14,3,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
14,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
14,5,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
14,6,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
14,7,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
14,8,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.394,False,,
14,9,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
14,10,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
14,11,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
14,12,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
14,13,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
14,14,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
14,15,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
14,16,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
14,17,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.6439,False,,
14,18,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
14,19,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
15,0,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
15,1,0.012691914022517911,0.0,0.0,0.0006141248720573185,-0.0006141248720573176,0.6583,False,,
15,2,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
15,3,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
15,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
15,5,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
15,6,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1378,False,,
15,7,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3911,False,,
15,8,0.10051177072671443,-0.08781985670419651,-0.0436028659160696,-0.04339815762538383,-0.0008188331627430913,0.7703,True,0.0665,True
15,9,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
15,10,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
15,11,0.01330603889457523,-0.0006141248720573193,0.0,-0.00020470829068577282,-0.00040941658137154564,1.0,True,0.067,True
15,12,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
15,13,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
15,14,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
15,15,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
15,16,0.013101330603889457,-0.00040941658137154564,0.0,0.0,-0.00040941658137154564,1.0,False,,
15,17,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
15,18,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.3638,False,,
15,19,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
16,0,0.013101330603889457,-0.00040941658137154564,0.0,0.0,-0.00040941658137154564,0.8534,False,,
16,1,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.3638,False,,
16,2,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1355,False,,
16,3,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
16,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
16,5,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,0.8185,False,,
16,6,0.1007164790174002,-0.08802456499488229,-0.0436028659160696,-0.04360286591606961,-0.0008188331627430913,1.0,True,0.067,True
16,7,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
16,8,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
16,9,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.6582,False,,
16,10,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
16,11,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
16,12,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
16,13,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1354,False,,
16,14,0.013101330603889457,-0.00040941658137154564,0.0,0.00040941658137154564,-0.0008188331627430913,0.9066,False,,
16,15,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
16,16,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
16,17,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
16,18,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
16,19,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
17,0,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
17,1,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.6566,False,,
17,2,0.013920163766632548,-0.001228249744114637,0.0,-0.00040941658137154564,-0.0008188331627430913,1.0,True,0.0665,True
17,3,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3737,False,,
17,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
17,5,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
17,6,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
17,7,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
17,8,0.012282497441146366,0.00040941658137154564,0.0,0.0006141248720573185,-0.00020470829068577195,0.1387,False,,
17,9,0.01248720573183214,0.00020470829068577195,0.0,0.00040941658137154564,-0.00020470829068577195,0.3665,False,,
17,10,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
17,11,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
17,12,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.4167,False,,
17,13,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
17,14,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
17,15,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
17,16,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
17,17,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
17,18,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
17,19,0.012691914022517911,0.0,0.0,0.00020470829068577282,-0.00020470829068577195,0.6483,False,,
18,0,0.012691914022517911,0.0,0.0,0.00020470829068577282,-0.00020470829068577195,0.6514,False,,
18,1,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
18,2,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
18,3,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
18,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
18,5,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
18,6,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
18,7,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
18,8,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
18,9,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3901,False,,
18,10,0.012691914022517911,0.0,0.0,0.0006141248720573185,-0.0006141248720573176,0.5935,False,,
18,11,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
18,12,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
18,13,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
18,14,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
18,15,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
18,16,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
18,17,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.2279,False,,
18,18,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
18,19,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
19,0,0.012896622313203685,-0.0002047082906857737,0.0,0.001023541453428864,-0.001228249744114637,0.6876,False,,
19,1,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
19,2,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
19,3,0.10030706243602866,-0.08761514841351074,-0.0436028659160696,-0.043193449334698056,-0.0008188331627430913,0.6879,True,0.0667,True
19,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
19,5,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
19,6,0.012691914022517911,0.0,0.0,0.0006141248720573185,-0.0006141248720573176,0.6069,False,,
19,7,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
19,8,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
19,9,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
19,10,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
19,11,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
19,12,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
19,13,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
19,14,0.1007164790174002,-0.08802456499488229,-0.0436028659160696,-0.04360286591606961,-0.0008188331627430913,1.0,True,0.067,True
19,15,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.6583,False,,
19,16,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
19,17,0.012282497441146366,0.00040941658137154564,0.0,0.00040941658137154564,0.0,0.134,False,,
19,18,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
19,19,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
20,0,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.6582,False,,
20,1,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
20,2,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
20,3,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.6583,False,,
20,4,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
20,5,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.2917,False,,
20,6,0.012282497441146366,0.00040941658137154564,0.0,0.0006141248720573185,-0.00020470829068577195,0.1361,False,,
20,7,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
20,8,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
20,9,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
20,10,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
20,11,0.01187308085977482,0.0008188331627430913,0.0,0.001023541453428864,-0.00020470829068577195,0.0456,True,0.0663,True
20,12,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
20,13,0.012691914022517911,0.0,0.0,0.0006141248720573185,-0.0006141248720573176,1.0,False,,
20,14,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.6529,False,,
20,15,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
20,16,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
20,17,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
20,18,0.012282497441146366,0.00040941658137154564,0.0,0.0006141248720573185,-0.00020470829068577195,0.1379,False,,
20,19,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
21,0,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
21,1,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
21,2,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
21,3,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
21,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
21,5,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
21,6,0.01330603889457523,-0.0006141248720573193,0.0,0.0,-0.0006141248720573176,1.0,True,0.0667,True
21,7,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
21,8,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
21,9,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3737,False,,
21,10,0.01248720573183214,0.00020470829068577195,0.0,0.00040941658137154564,-0.00020470829068577195,0.4017,False,,
21,11,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
21,12,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
21,13,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.6566,False,,
21,14,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
21,15,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1355,False,,
21,16,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
21,17,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
21,18,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3751,False,,
21,19,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.652,False,,
22,0,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.6583,False,,
22,1,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1378,False,,
22,2,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1355,False,,
22,3,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
22,4,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
22,5,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1378,False,,
22,6,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
22,7,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
22,8,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
22,9,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
22,10,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.652,False,,
22,11,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
22,12,0.012691914022517911,0.0,0.0,0.0006141248720573185,-0.0006141248720573176,0.6527,False,,
22,13,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
22,14,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
22,15,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3695,False,,
22,16,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3737,False,,
22,17,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
22,18,0.012691914022517911,0.0,0.0,0.0006141248720573185,-0.0006141248720573176,1.0,False,,
22,19,0.012077789150460594,0.0006141248720573176,0.0,0.0006141248720573185,0.0,0.0505,True,0.0674,True
23,0,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
23,1,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
23,2,0.013510747185261003,-0.0008188331627430913,0.0,-0.00020470829068577282,-0.0006141248720573176,0.8745,True,0.0658,True
23,3,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.652,False,,
23,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
23,5,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
23,6,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
23,7,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
23,8,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
23,9,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
23,10,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
23,11,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1355,False,,
23,12,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
23,13,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
23,14,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
23,15,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
23,16,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1378,False,,
23,17,0.012691914022517911,0.0,0.0,0.0006141248720573185,-0.0006141248720573176,0.6543,False,,
23,18,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,0.817,False,,
23,19,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
24,0,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
24,1,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
24,2,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
24,3,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
24,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
24,5,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
24,6,0.012282497441146366,0.00040941658137154564,0.0,0.0006141248720573185,-0.00020470829068577195,0.1409,False,,
24,7,0.10051177072671443,-0.08781985670419651,-0.0436028659160696,-0.04339815762538383,-0.0008188331627430913,0.7703,True,0.0667,True
24,8,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3658,False,,
24,9,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3749,False,,
24,10,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
24,11,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
24,12,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.652,False,,
24,13,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
24,14,0.012896622313203685,-0.0002047082906857737,-0.00020470829068577277,0.0008188331627430913,-0.0008188331627430913,0.7111,False,,
24,15,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
24,16,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.6583,False,,
24,17,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
24,18,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1355,False,,
24,19,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
25,0,0.012282497441146366,0.00040941658137154564,0.0,0.0008188331627430913,-0.00040941658137154564,0.1378,False,,
25,1,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
25,2,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
25,3,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
25,4,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,1.0,False,,
25,5,0.012077789150460594,0.0006141248720573176,0.0,0.001023541453428864,-0.00040941658137154564,0.051,True,0.0658,True
25,6,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
25,7,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
25,8,0.01248720573183214,0.00020470829068577195,0.0,0.0006141248720573185,-0.00040941658137154564,0.3695,False,,
25,9,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
25,10,0.012691914022517911,0.0,0.0,0.00040941658137154564,-0.00040941658137154564,0.652,False,,
25,11,0.012896622313203685,-0.0002047082906857737,0.0,0.00040941658137154564,-0.0006141248720573176,1.0,False,,
25,12,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,1.0,False,,
25,13,0.012896622313203685,-0.0002047082906857737,0.0,0.00020470829068577282,-0.00040941658137154564,0.7024,False,,
25,14,0.012691914022517911,0.0,0.0,0.0006141248720573185,-0.0006141248720573176,0.6592,False,,
